t_delay,reserv_number,run_number,laser_power_deg
100us,38.0,129.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,130.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,131.0,-26.00
100us,38.0,132.0,-26.00
100us,38.0,132.0,-26.00
100us,38.0,132.0,-26.00
100us,38.0,132.0,-26.00
100us,38.0,132.0,-26.00
100us,38.0,132.0,-26.00
100us,38.0,132.0,-26.00
100us,38.0,133.0,-26.00
100us,38.0,133.0,-26.00
100us,38.0,133.0,-26.00
100us,39.0,135.0,-26.00
100us,39.0,135.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,40.0,136.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,41.0,137.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
100us,42.0,138.0,-26.00
10ns,42.0,139.0,-26.00
10ns,42.0,139.0,-26.00
10ns,42.0,139.0,-26.00
10ns,42.0,139.0,-26.00
10ns,42.0,139.0,-26.00
10ns,42.0,139.0,-26.00
10ns,42.0,139.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,140.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,42.0,141.0,-26.00
10ns,?,142.0,-26.00
10ns,?,142.0,-26.00
10ns,?,142.0,-26.00
10ns,?,142.0,-26.00
10ns,43.0,143.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,144.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,43.0,145.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
10ns,44.0,146.0,-26.00
1ns,44.0,147.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,44.0,148.0,-26.00
1ns,45.0,149.0,-26.00
1ns,45.0,149.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,150.0,-26.00
1ns,46.0,151.0,-26.00
1ns,46.0,151.0,-26.00
1ns,46.0,151.0,-26.00
1ns,46.0,151.0,-26.00
1ns,46.0,151.0,-26.00
1ns,46.0,151.0,-26.00
1ns,46.0,151.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,46.0,152.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,153.0,-26.00
1ns,47.0,154.0,-26.00
1ns,47.0,154.0,-26.00
1ns,47.0,154.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,47.0,155.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,156.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ns,48.0,157.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,48.0,158.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,49.0,159.0,-26.00
3ps,50.0,160.0,-26.00
3ps,50.0,160.0,-26.00
3ps,50.0,161.0,-26.00
3ps,50.0,161.0,-26.00
3ps,50.0,161.0,-26.00
3ps,50.0,161.0,-26.00
3ps,50.0,161.0,-26.00
3ps,50.0,161.0,-26.00
3ps,50.0,161.0,-26.00
3ps,50.0,161.0,-26.00
3ps,50.0,162.0,-26.00
3ps,50.0,162.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,163.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,164.0,-26.00
3ps,51.0,165.0,-26.00
3ps,51.0,166.0,-26.00
3ps,51.0,166.0,-26.00
3ps,51.0,166.0,-26.00
3ps,51.0,166.0,-26.00
3ps,51.0,166.0,-26.00
3ps,51.0,166.0,-26.00
3ps,51.0,166.0,-26.00
3ps,51.0,166.0,-26.00
3ps,51.0,166.0,-26.00
3ps,52.0,167.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
3ps,52.0,168.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,52.0,169.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,170.0,-26.00
300ps,53.0,171.0,-26.00
300ps,53.0,171.0,-26.00
300ps,53.0,173.0,-26.00
300ps,53.0,173.0,-26.00
300ps,53.0,173.0,-26.00
300ps,53.0,173.0,-26.00
300ps,53.0,173.0,-26.00
300ps,53.0,173.0,-26.00
300ps,53.0,173.0,-26.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
,53.0,173.0,0.00
300ps,54.0,174.0,-26.00
300ps,54.0,174.0,-26.00
300ps,54.0,174.0,-26.00
300ps,54.0,174.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,54.0,175.0,-26.00
300ps,55.0,176.0,-26.00
300ps,55.0,176.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
300ps,55.0,177.0,-26.00
10us,55.0,178.0,-26.00
10us,55.0,178.0,-26.00
10us,55.0,178.0,-26.00
10us,55.0,178.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,56.0,179.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,57.0,181.0,-26.00
10us,58.0,182.0,-26.00
10us,58.0,182.0,-26.00
10us,58.0,182.0,-26.00
10us,58.0,182.0,-26.00
10us,58.0,182.0,-26.00
10us,58.0,183.0,-26.00
